ensemble_size,epoch_num,learning_rate,hidden_size,loss_test,diversity_coefficient_test,loss_test_base_learner
10,400,0.001,[6],0.06377425091341138,0.0033034232910722494,0.07087413966655731
10,400,0.001,[12],0.0410480797290802,0.0012589823454618454,0.041846394538879395
11,200,0.001,[2],0.14838922675698996,0.007434261031448841,0.15344060957431793
11,200,0.001,"[2, 2, 2]",0.1866612620651722,0.006398436613380909,0.16010147333145142
11,200,0.001,"[2, 2, 2, 2, 2, 2]",0.20340684615075588,0.010423867031931877,0.19185930490493774
11,200,0.001,[6],0.062453470192849636,0.003913635388016701,0.07172581553459167
11,200,0.001,[12],0.042816865257918835,0.0018893530359491706,0.04479405656456947
11,400,0.001,[2],0.15213607624173164,0.007010847330093384,0.1433333456516266
11,400,0.001,"[2, 2, 2]",0.17431453429162502,0.010604203678667545,0.16021078824996948
11,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2657057009637356,0.008054647594690323,0.2342446744441986
11,400,0.001,[6],0.061342375352978706,0.007752594538033009,0.08127519488334656
11,400,0.001,[12],0.04839689005166292,0.0011873708572238684,0.05010765418410301
12,200,0.001,[2],0.1100931167602539,0.006294268183410168,0.12822474539279938
12,200,0.001,"[2, 2, 2]",0.28482454642653465,0.007900314405560493,0.23307214677333832
12,200,0.001,"[2, 2, 2, 2, 2, 2]",0.23866677656769753,0.010731362737715244,0.233994722366333
12,200,0.001,[6],0.06321004265919328,0.0031889574602246284,0.06771686673164368
12,200,0.001,[12],0.06013020593672991,0.001574666821397841,0.06334421783685684
12,400,0.001,[2],0.16504321992397308,0.008462006226181984,0.15276461839675903
12,400,0.001,"[2, 2, 2]",0.24736503139138222,0.016090208664536476,0.21591176092624664
12,400,0.001,"[2, 2, 2, 2, 2, 2]",0.20240728184580803,0.007215701974928379,0.18177366256713867
12,400,0.001,[6],0.054128605872392654,0.0032647643238306046,0.05879530310630798
12,400,0.001,[12],0.050499701872467995,0.0010321922600269318,0.05159975588321686
13,200,0.001,[2],0.13959790021181107,0.006428948137909174,0.15335401892662048
13,200,0.001,"[2, 2, 2]",0.19013198465108871,0.009193364530801773,0.17523138225078583
13,200,0.001,"[2, 2, 2, 2, 2, 2]",0.19746358692646027,0.005427880212664604,0.18715503811836243
13,200,0.001,[6],0.0741930641233921,0.0039840517565608025,0.08363635838031769
13,200,0.001,[12],0.05753311049193144,0.00134746462572366,0.05965667590498924
13,400,0.001,[2],0.15390868298709393,0.007030414417386055,0.16581851243972778
13,400,0.001,"[2, 2, 2]",0.21886449307203293,0.0099956588819623,0.1793130487203598
13,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2091851718723774,0.001305578276515007,0.20375432074069977
13,400,0.001,[6],0.05622823629528284,0.0023694070987403393,0.05872222036123276
13,400,0.001,[12],0.041857600677758455,0.0018415914382785559,0.045198600739240646
14,200,0.001,[2],0.09932770673185587,0.00573892705142498,0.1153535470366478
14,200,0.001,"[2, 2, 2]",0.24014190956950188,0.016919797286391258,0.20465721189975739
