ensemble_size,epoch_num,learning_rate,average_loss_train_traditional,average_loss_test_traditional,average_loss_train_mlp,average_loss_test_mlp,average_individual_loss_train_traditional,average_individual_loss_test_traditional,diversity_coefficient_train_traditional,diversity_coefficient_test_traditional
12,200,0.001,0.046540118037508085,0.060050143860280514,0.0715551466609423,0.04554236214607954,0.04927189275622368,0.06330090761184692,0.0027540307492017746,0.003828435204923153
12,200,0.0015,0.045486319523591265,0.058643716387450695,0.0722616002536737,0.07254310324788094,0.04733952879905701,0.060879290103912354,0.001806750544346869,0.0025947310496121645
12,200,0.002,0.047383567031759485,0.056796456687152386,0.060441850612942986,0.08211366459727287,0.04956306889653206,0.05962052941322327,0.0021833106875419617,0.0031309800688177347
12,250,0.0005,0.057983435976963774,0.09195850044488907,0.07461333274841309,0.05998912826180458,0.06015780195593834,0.09493029117584229,0.0021462179720401764,0.0026525682769715786
12,250,0.001,0.045153338462114334,0.06345659773796797,0.07698960587955438,0.05110280495136976,0.04791925475001335,0.0675312727689743,0.0027402499690651894,0.00420398497954011
12,250,0.0015,0.04509384987445978,0.05919469986110926,0.10109861596272542,0.1039306353777647,0.047844067215919495,0.062269289046525955,0.0027599046006798744,0.003511179005727172
12,250,0.002,0.05354102285435566,0.06684960913844407,0.06434116655817398,0.055346266366541386,0.05848442018032074,0.07454835623502731,0.004918581340461969,0.007003200240433216
12,300,0.0005,0.052885257424070284,0.09985932521522045,0.060652846757035986,0.050942372996360064,0.05543912574648857,0.10361189395189285,0.002594118006527424,0.0033481772989034653
12,300,0.001,0.0434845001078569,0.06999776186421514,0.0938367683153886,0.08902136771939695,0.045596927404403687,0.07331746071577072,0.002118778647854924,0.0032137171365320683
12,300,0.0015,0.04323470750107215,0.054555026115849614,0.10654861823870586,0.12844602297991514,0.04581673815846443,0.05755456164479256,0.002589150331914425,0.0034610906150192022
12,300,0.002,0.04292087557797249,0.05621064454317093,0.06148997293068813,0.048344667069613934,0.04626087471842766,0.06056429445743561,0.00335336709395051,0.004766661208122969
14,50,0.0005,0.09120074229744765,0.131422383710742,0.15641596397528282,0.21689532324671745,0.09463287144899368,0.1358957588672638,0.003452705219388008,0.00421488843858242
14,50,0.001,0.07155075955849427,0.10221002716571093,0.0883563756942749,0.148178456351161,0.07366804033517838,0.10527113825082779,0.0021104966290295124,0.003206837922334671
14,50,0.0015,0.06593391184623425,0.09136136202141643,0.12136659828516153,0.18097991682589054,0.06823671609163284,0.09418827295303345,0.002307139802724123,0.0030620091129094362
14,50,0.002,0.059463707300332874,0.08195221051573753,0.0848358806509238,0.11087947152554989,0.06217791512608528,0.0853772908449173,0.002727075945585966,0.0037949029356241226
14,100,0.0005,0.07148169296292159,0.12299233488738537,0.11688831419898914,0.14037050306797028,0.07399996370077133,0.1264309138059616,0.0025270201731473207,0.0035535076167434454
14,100,0.001,0.05523637710855557,0.07851724419742823,0.1059985665174631,0.1172550693154335,0.057140860706567764,0.08145570755004883,0.001921031391248107,0.002807009732350707
14,100,0.0015,0.057614449984752215,0.07639486342668533,0.12569261370943144,0.1443096399307251,0.06045696511864662,0.08096615225076675,0.002785222139209509,0.004094374366104603
14,100,0.002,0.049525794644768424,0.06821683514863253,0.09197380680304307,0.06680973526090384,0.05255085229873657,0.07135985046625137,0.0029460652731359005,0.003642173483967781
14,150,0.0005,0.06575749785854267,0.1405537873506546,0.08942877071408126,0.08160994527861476,0.06939084082841873,0.14511871337890625,0.0036458626855164766,0.004960845690220594
14,150,0.001,0.04921559831843926,0.07060710061341524,0.0932211119395036,0.08810081880073994,0.05161181464791298,0.07410730421543121,0.002427375642582774,0.0037339190021157265
14,150,0.0015,0.04939617116290789,0.08330400567501783,0.06541858627819098,0.0562601825222373,0.051943857222795486,0.08668031543493271,0.0025968109257519245,0.00354589382186532
14,150,0.002,0.04677343239577917,0.06097392784431577,0.05635313890301264,0.044182163081131876,0.04908137395977974,0.06469687074422836,0.0022887890227138996,0.003774340031668544
14,200,0.0005,0.05537300227353206,0.1087830513715744,0.07170173353873767,0.07666179817169905,0.05694209784269333,0.11126802116632462,0.00156523403711617,0.002356012351810932
14,200,0.001,0.04908757327267757,0.08234130404889584,0.06531897201561011,0.0717752743512392,0.05186888948082924,0.08677849918603897,0.002779981354251504,0.0039000159595161676
14,200,0.0015,0.04010546608613087,0.05023017316125333,0.06353782131694831,0.04336756927659735,0.04134975001215935,0.05176757648587227,0.0012533065164461732,0.0015440123388543725
14,200,0.002,0.04203505785419391,0.07513052877038717,0.07428429447687589,0.06872768700122833,0.04445584490895271,0.07933187484741211,0.0023661486338824034,0.002996784867718816
14,250,0.0005,0.05331816954108385,0.1106344647705555,0.080851982992429,0.09386525116860867,0.056286316365003586,0.1158389300107956,0.0029645462054759264,0.004330528900027275
14,250,0.001,0.04407857974561361,0.059821019414812326,0.06321677981087795,0.055456159170717,0.04640757292509079,0.06296796351671219,0.00225287233479321,0.0033810085151344538
14,250,0.0015,0.04432647431699129,0.08722824323922396,0.06650552841333243,0.054037283174693584,0.047895707190036774,0.09417711943387985,0.0036228345707058907,0.004888348747044802
