epoch_num,learning_rate,hidden_size,loss_test,loss_train
170,0.0001,"[2, 2, 2, 2, 2, 2]",0.24500689655542374,0.14619278334654295
170,0.0001,[4],0.12952586915344,0.08871853924714602
170,0.0001,[6],0.10485714115202427,0.07181363638777
170,0.0001,[8],0.10204567480832338,0.07394545611280662
170,0.0001,[10],0.12874666787683964,0.08852921283015838
170,0.0001,[12],0.1139634856954217,0.062110310420393944
180,0.0001,[2],0.21983673050999641,0.20988118247343943
180,0.0001,"[2, 2]",0.36320168897509575,0.19870265172078058
180,0.0001,"[2, 2, 2]",0.4569101184606552,0.35270755566083467
180,0.0001,"[2, 2, 2, 2]",0.30409035831689835,0.21343175379129556
180,0.0001,"[2, 2, 2, 2, 2]",0.2433013767004013,0.15289060255655876
180,0.0001,"[2, 2, 2, 2, 2, 2]",0.4653869867324829,0.3496901255387526
180,0.0001,[4],0.12540150806307793,0.07856698563465705
180,0.0001,[6],0.12905718386173248,0.07947745288793857
180,0.0001,[8],0.22137885726988316,0.10090928610700828
180,0.0001,[10],0.09127862844616175,0.06984645758683865
180,0.0001,[12],0.1159355603158474,0.06725303728420001
190,0.0001,[2],0.1916186772286892,0.1189316579928765
190,0.0001,"[2, 2]",0.10565353184938431,0.07757067666030847
190,0.0001,"[2, 2, 2]",0.20671628788113594,0.12385388778952452
190,0.0001,"[2, 2, 2, 2]",0.20376939699053764,0.1502530099107669
190,0.0001,"[2, 2, 2, 2, 2]",0.28852494806051254,0.1501626564333072
190,0.0001,"[2, 2, 2, 2, 2, 2]",0.20614201575517654,0.15216559515549585
190,0.0001,[4],0.23373359441757202,0.15137712485515153
190,0.0001,[6],0.10299032554030418,0.07646580728200766
190,0.0001,[8],0.12142903357744217,0.08520587075215119
190,0.0001,[10],0.12967204488813877,0.07630794122815132
190,0.0001,[12],0.09768547490239143,0.05721915026123707
200,0.0001,[2],0.22084981575608253,0.14890340371773794
200,0.0001,"[2, 2]",0.13454576209187508,0.08698931135810338
200,0.0001,"[2, 2, 2]",0.1480946009978652,0.10818770986336929
200,0.0001,"[2, 2, 2, 2]",0.2539067752659321,0.14405144292574662
200,0.0001,"[2, 2, 2, 2, 2]",0.21201719716191292,0.15388126442065606
200,0.0001,"[2, 2, 2, 2, 2, 2]",0.2007692400366068,0.11623787679351293
200,0.0001,[4],0.1495933886617422,0.08522887298694024
200,0.0001,[6],0.11982850730419159,0.08515638972704227
200,0.0001,[8],0.1384471282362938,0.08949090798313801
200,0.0001,[10],0.1705698510631919,0.07680652319238736
200,0.0001,[12],0.1652761297300458,0.061274804604741245
210,0.0001,[2],0.16549369227141142,0.10592156362075072
210,0.0001,"[2, 2]",0.2846827618777752,0.17705997136922982
210,0.0001,"[2, 2, 2]",0.1396174868568778,0.09550151773370229
210,0.0001,"[2, 2, 2, 2]",0.22232969477772713,0.13706775525441536
210,0.0001,"[2, 2, 2, 2, 2]",0.20301686972379684,0.16500447575862592
210,0.0001,"[2, 2, 2, 2, 2, 2]",0.25349045917391777,0.1447122793358106
210,0.0001,[4],0.12597663514316082,0.08960243916282287
210,0.0001,[6],0.1116384631022811,0.052529411462063975
210,0.0001,[8],0.20749198272824287,0.07843628210517076
210,0.0001,[10],0.09107383573427796,0.06383228130065478
210,0.0001,[12],0.0831376607529819,0.06105367925304633
220,0.0001,[2],0.13857796788215637,0.09129559076749362
220,0.0001,"[2, 2]",0.21801508218050003,0.15364609142908683
220,0.0001,"[2, 2, 2]",0.2278868407011032,0.12530404615860719
220,0.0001,"[2, 2, 2, 2]",0.19414899870753288,0.15008966624736786
220,0.0001,"[2, 2, 2, 2, 2]",0.688695102930069,0.5177799967619089
220,0.0001,"[2, 2, 2, 2, 2, 2]",0.6202989518642426,0.49909539635364825
220,0.0001,[4],0.21944693755358458,0.17373110697819635
220,0.0001,[6],0.09156235121190548,0.05402217705089312
220,0.0001,[8],0.09861818701028824,0.06094816083518358
220,0.0001,[10],0.10184024274349213,0.05568979193384831
220,0.0001,[12],0.08090432919561863,0.05730477949747673
230,0.0001,[2],0.46781201660633087,0.3302004016362704
230,0.0001,"[2, 2]",0.13389093428850174,0.1005571258182709
230,0.0001,"[2, 2, 2]",0.36594754457473755,0.24213712375897628
230,0.0001,"[2, 2, 2, 2]",0.227510754019022,0.15374073902001748
230,0.0001,"[2, 2, 2, 2, 2]",0.21511179208755493,0.14981175328676516
230,0.0001,"[2, 2, 2, 2, 2, 2]",0.2108803279697895,0.18633633422163817
230,0.0001,[4],0.19462048076093197,0.09360833236804375
230,0.0001,[6],0.13535308185964823,0.09949083798206769
230,0.0001,[8],0.10051342379301786,0.06334582773538736
230,0.0001,[10],0.09884490817785263,0.06365754226079354
230,0.0001,[12],0.09213575255125761,0.06026309040876535
240,0.0001,[2],0.1532294787466526,0.10798278680214515
240,0.0001,"[2, 2]",0.21084964089095592,0.17040827297247374
240,0.0001,"[2, 2, 2]",0.6253216862678528,0.467882690521387
240,0.0001,"[2, 2, 2, 2]",0.2525463178753853,0.14714343960468584
240,0.0001,"[2, 2, 2, 2, 2]",0.25015536695718765,0.15053657900828582
240,0.0001,"[2, 2, 2, 2, 2, 2]",0.21491190418601036,0.1583981468127324
240,0.0001,[4],0.11254896596074104,0.06873351536118068
240,0.0001,[6],0.10498661547899246,0.08025348501709792
240,0.0001,[8],0.14560683257877827,0.09979465861733143
240,0.0001,[10],0.1892620287835598,0.07934040805468193
240,0.0001,[12],0.09979223739355803,0.0655644483004625
250,0.0001,[2],0.12201366946101189,0.07501651332355462
250,0.0001,"[2, 2]",0.14348984323441982,0.10509580115859325
250,0.0001,"[2, 2, 2]",0.23404009640216827,0.14343323186039925
250,0.0001,"[2, 2, 2, 2]",0.34927748143672943,0.2494498330813188
250,0.0001,"[2, 2, 2, 2, 2]",0.2806628458201885,0.14930448165306678
250,0.0001,"[2, 2, 2, 2, 2, 2]",0.2404700629413128,0.15206996695353434
250,0.0001,[4],0.13378263637423515,0.09167572282827817
250,0.0001,[6],0.2183482013642788,0.1444498632962887
250,0.0001,[8],0.14925608038902283,0.062465620728639454
250,0.0001,[10],0.08646790310740471,0.05069137421938089
250,0.0001,[12],0.07566464226692915,0.05680409217110047
260,0.0001,[2],0.14263839041814208,0.10588564752386166
260,0.0001,"[2, 2]",0.1910807155072689,0.10496462595004302
260,0.0001,"[2, 2, 2]",0.2140888199210167,0.15462182863400534
260,0.0001,"[2, 2, 2, 2]",0.3169902227818966,0.14953535680587476
260,0.0001,"[2, 2, 2, 2, 2]",0.2753325328230858,0.19048539090615052
260,0.0001,"[2, 2, 2, 2, 2, 2]",0.20717395842075348,0.15207207604096487
260,0.0001,[4],0.18986794725060463,0.11096619785978244
260,0.0001,[6],0.09368660021573305,0.06468639981288177
260,0.0001,[8],0.14801820553839207,0.05754504123559365
260,0.0001,[10],0.24795949459075928,0.11619505802026162
260,0.0001,[12],0.07928542140871286,0.049409777499162234
270,0.0001,[2],0.1473619258031249,0.1018193387068235
270,0.0001,"[2, 2]",0.17877225205302238,0.11653038400870103
270,0.0001,"[2, 2, 2]",0.2321598082780838,0.15703077499683088
270,0.0001,"[2, 2, 2, 2]",0.2205837443470955,0.15029474405141977
270,0.0001,"[2, 2, 2, 2, 2]",0.18302915804088116,0.10412838181050924
270,0.0001,"[2, 2, 2, 2, 2, 2]",0.19305993616580963,0.15040732117799613
270,0.0001,[4],0.18029062263667583,0.07774717475359257
270,0.0001,[6],0.19588272273540497,0.0865839642400925
270,0.0001,[8],0.0735616972669959,0.04737777807391607
270,0.0001,[10],0.15659896563738585,0.05215392175775308
270,0.0001,[12],0.07829346274957061,0.05605573379076444
280,0.0001,[2],0.1375914327800274,0.07270000473811077
280,0.0001,"[2, 2]",0.18697995599359274,0.1500178621365474
280,0.0001,"[2, 2, 2]",0.2111736200749874,0.13611023758466428
280,0.0001,"[2, 2, 2, 2]",0.2795913740992546,0.1473596875484173
280,0.0001,"[2, 2, 2, 2, 2]",0.2529848702251911,0.15334141455017603
280,0.0001,"[2, 2, 2, 2, 2, 2]",0.1928587108850479,0.15320438948961404
280,0.0001,[4],0.14133577793836594,0.08719897814668141
280,0.0001,[6],0.12222101539373398,0.06610961258411407
280,0.0001,[8],0.07332792459055781,0.04877207299264578
280,0.0001,[10],0.08425594680011272,0.05804902257827612
280,0.0001,[12],0.06685339286923409,0.04912600064506897
290,0.0001,[2],0.20588920265436172,0.16282264257852846
290,0.0001,"[2, 2]",0.37220508605241776,0.233410456432746
290,0.0001,"[2, 2, 2]",0.2913057766854763,0.17217505150116408
290,0.0001,"[2, 2, 2, 2]",0.2297607883810997,0.17103759657878143
290,0.0001,"[2, 2, 2, 2, 2]",0.23965692147612572,0.19503772831880128
290,0.0001,"[2, 2, 2, 2, 2, 2]",0.26015570387244225,0.17390200381095594
290,0.0001,[4],0.13752786815166473,0.08647197570938331
290,0.0001,[6],0.1008167453110218,0.06921525858342648
290,0.0001,[8],0.09633504040539265,0.05634742000928292
290,0.0001,[10],0.05252391705289483,0.03663140406402258
290,0.0001,[12],0.08533205091953278,0.052998355661447234
300,0.0001,[2],0.14644307899288833,0.10559759976772162
300,0.0001,"[2, 2]",0.512369692325592,0.46113667579797596
300,0.0001,"[2, 2, 2]",0.3302883207798004,0.2335121643084746
300,0.0001,"[2, 2, 2, 2]",0.29133350402116776,0.20681254451091474
300,0.0001,"[2, 2, 2, 2, 2]",0.23669234849512577,0.15268831700086594
300,0.0001,"[2, 2, 2, 2, 2, 2]",0.22801104933023453,0.15300585616093415
300,0.0001,[4],0.0877352049574256,0.05325867894750375
300,0.0001,[6],0.09876767173409462,0.05530222147130049
300,0.0001,[8],0.05876873340457678,0.041431960148306995
300,0.0001,[10],0.06962521560490131,0.04118985439149233
300,0.0001,[12],0.0645750998519361,0.042080665866915994
310,0.0001,[2],0.08900509774684906,0.06791831524326251
310,0.0001,"[2, 2]",0.15494300238788128,0.08154192824776356
310,0.0001,"[2, 2, 2]",0.2078830935060978,0.10811366370091072
310,0.0001,"[2, 2, 2, 2]",0.27118705213069916,0.19582321896002844
310,0.0001,"[2, 2, 2, 2, 2]",0.1662778123281896,0.1348720336189637
310,0.0001,"[2, 2, 2, 2, 2, 2]",0.5409277677536011,0.4447213250857133
310,0.0001,[4],0.09840657282620668,0.06851509371056007
310,0.0001,[6],0.09436618303880095,0.06664024350734857
310,0.0001,[8],0.09625051356852055,0.05863431726510708
310,0.0001,[10],0.0659177377820015,0.041960851360972114
310,0.0001,[12],0.10618303809314966,0.04199382849037647
320,0.0001,[2],0.13012265413999557,0.09779357193754269
320,0.0001,"[2, 2]",0.19304471462965012,0.13937690280950987
320,0.0001,"[2, 2, 2]",0.21512314304709435,0.15274037649998298
320,0.0001,"[2, 2, 2, 2]",0.20835679024457932,0.1522009882789392
320,0.0001,"[2, 2, 2, 2, 2]",0.19880159571766853,0.15150972054554865
320,0.0001,"[2, 2, 2, 2, 2, 2]",0.24066348746418953,0.13744891434907913
320,0.0001,[4],0.14781850762665272,0.09653761323827964
320,0.0001,[6],0.10724907368421555,0.06015470452033556
320,0.0001,[8],0.06350357178598642,0.04488445302614799
320,0.0001,[10],0.06377198081463575,0.040723673139627166
320,0.0001,[12],0.0821045320481062,0.04712176666809963
330,0.0001,[2],0.11491222213953733,0.07475097935933334
330,0.0001,"[2, 2]",0.2557227537035942,0.1564870568422171
330,0.0001,"[2, 2, 2]",0.34766867756843567,0.27483613789081573
330,0.0001,"[2, 2, 2, 2]",0.27585146203637123,0.17773949125638375
330,0.0001,"[2, 2, 2, 2, 2]",0.23956458270549774,0.13188485228098357
330,0.0001,"[2, 2, 2, 2, 2, 2]",0.36988235265016556,0.32369154691696167
330,0.0001,[4],0.09202972194179893,0.0598395664531451
330,0.0001,[6],0.07986096851527691,0.04855325073003769
330,0.0001,[8],0.1354726180434227,0.05534313963009761
330,0.0001,[10],0.08837240468710661,0.04921631314433538
330,0.0001,[12],0.0719521758146584,0.048691693120277844
340,0.0001,[2],0.2018093504011631,0.1571296602487564
340,0.0001,"[2, 2]",0.20541789196431637,0.1552334250165866
340,0.0001,"[2, 2, 2]",0.12367753591388464,0.08679251387142219
340,0.0001,"[2, 2, 2, 2]",0.28929735720157623,0.17594918150168198
340,0.0001,"[2, 2, 2, 2, 2]",0.2547084540128708,0.1524600529899964
340,0.0001,"[2, 2, 2, 2, 2, 2]",0.4880405217409134,0.34134137630462646
340,0.0001,[4],0.08380173332989216,0.054647629507459126
340,0.0001,[6],0.08007830195128918,0.05651889870373102
340,0.0001,[8],0.08812329359352589,0.04611481181704081
340,0.0001,[10],0.06309356912970543,0.045075258383384116
340,0.0001,[12],0.0692354729399085,0.03962754171628218
350,0.0001,[2],0.1871019508689642,0.0883856273901004
350,0.0001,"[2, 2]",0.18528709933161736,0.15277672215149954
350,0.0001,"[2, 2, 2]",0.1864287294447422,0.1407708852336957
350,0.0001,"[2, 2, 2, 2]",0.19231850281357765,0.1403366310092119
350,0.0001,"[2, 2, 2, 2, 2]",0.30603957921266556,0.2058745060975735
350,0.0001,"[2, 2, 2, 2, 2, 2]",0.20146347768604755,0.15242604911327362
350,0.0001,[4],0.15772899985313416,0.09557484548825484
350,0.0001,[6],0.10953577887266874,0.07360919536306308
350,0.0001,[8],0.0784961748868227,0.05621389041726406
350,0.0001,[10],0.07211227528750896,0.041601101939494796
350,0.0001,[12],0.06348822079598904,0.04118815494271425
360,0.0001,[2],0.13904588669538498,0.07035239685613376
360,0.0001,"[2, 2]",0.37787042558193207,0.2411432277697783
360,0.0001,"[2, 2, 2]",0.2454448565840721,0.1547385872556613
360,0.0001,"[2, 2, 2, 2]",0.27138660848140717,0.16959442771398103
360,0.0001,"[2, 2, 2, 2, 2]",0.20547817647457123,0.15545388425772005
360,0.0001,"[2, 2, 2, 2, 2, 2]",0.2398756444454193,0.12786151869938925
360,0.0001,[4],0.19433344900608063,0.10377610532137063
360,0.0001,[6],0.11025435104966164,0.0730797854753641
360,0.0001,[8],0.10267789661884308,0.07309309651072209
360,0.0001,[10],0.06641401862725616,0.045131249783130795
360,0.0001,[12],0.07160055730491877,0.0422572370332021
370,0.0001,[2],0.17172972857952118,0.10365857011996783
370,0.0001,"[2, 2]",0.24515054561197758,0.0965995229780674
370,0.0001,"[2, 2, 2]",0.2203475795686245,0.15481619651500994
370,0.0001,"[2, 2, 2, 2]",0.30128997936844826,0.17967431705731612
370,0.0001,"[2, 2, 2, 2, 2]",0.2741285227239132,0.15129423026855177
370,0.0001,"[2, 2, 2, 2, 2, 2]",0.20211634412407875,0.12616956835755935
370,0.0001,[4],0.15644682198762894,0.081347514087191
370,0.0001,[6],0.06698430981487036,0.04272265130510697
370,0.0001,[8],0.0754874749109149,0.05156174703286244
370,0.0001,[10],0.09308283217251301,0.043180605539908774
370,0.0001,[12],0.06496409885585308,0.04619446482795935
380,0.0001,[2],0.08968596998602152,0.060491957916663244
380,0.0001,"[2, 2]",0.20751556754112244,0.15453155911885774
380,0.0001,"[2, 2, 2]",0.11869386024773121,0.07400975433679727
380,0.0001,"[2, 2, 2, 2]",0.24314431101083755,0.14943707046600488
380,0.0001,"[2, 2, 2, 2, 2]",0.36381880939006805,0.2924365538817186
380,0.0001,"[2, 2, 2, 2, 2, 2]",0.34423789381980896,0.2598205701662944
380,0.0001,[4],0.10376054607331753,0.05516030997611009
380,0.0001,[6],0.06295302230864763,0.042905472218990326
380,0.0001,[8],0.08809691295027733,0.06031476520001888
380,0.0001,[10],0.0608419522177428,0.0428041208248872
380,0.0001,[12],0.08098974823951721,0.038631103216455534
390,0.0001,[2],0.20478877425193787,0.1038718200646914
390,0.0001,"[2, 2]",0.20467082411050797,0.15123635129286692
390,0.0001,"[2, 2, 2]",0.21119902841746807,0.1595196368602606
390,0.0001,"[2, 2, 2, 2]",0.08740303851664066,0.05621612387207838
