correlation_penalty_coefficient,ensemble_size,epoch_num,learning_rate,evolution_epoch,max_fitness,average_loss_train_neat_ncl,average_loss_test_neat_ncl,average_loss_train_static_ncl,average_loss_test_static_ncl,average_loss_train_traditional,average_loss_test_traditional,average_loss_train_mlp,average_loss_test_mlp,diversity_coefficient_train_neat_ncl,diversity_coefficient_test_neat_ncl,diversity_coefficient_train_static_ncl,diversity_coefficient_test_static_ncl,diversity_coefficient_train_traditional,diversity_coefficient_test_traditional
0.75,2,100,0.001,170,30.0,493.96104431152344,487.1219940185547,9.367495854695639,11.86420202255249,7.908492525418599,9.12623405456543,9.384491125742594,9.174832820892334,0.635430097579956,0.6354301571846008,0.5404039025306702,0.44232311844825745,0.4212566614151001,0.3906206488609314
0.75,2,100,0.001,170,50.0,467.0216013590495,413.5768127441406,9.760343710581461,11.711113452911377,6.4430891672770185,7.317063331604004,7.262420256932576,7.811915397644043,3.6765365600585938,3.6765360832214355,1.4697476625442505,1.275704264640808,1.6905808448791504,1.7936084270477295
0.75,4,100,0.001,110,10.0,36.00963306427002,27.222251892089844,10.543148676554361,11.787769794464111,8.600317319234213,7.870124340057373,9.095579703648886,14.696169376373291,334.93841552734375,334.9043884277344,0.7166779637336731,0.5668906569480896,0.8217513561248779,0.6640121340751648
0.75,4,100,0.001,110,30.0,135.0114657084147,135.9249725341797,9.677624066670736,11.479748725891113,7.609248002370198,8.850430727005005,9.32235868771871,13.949810981750488,678.2303466796875,678.230712890625,1.5358322858810425,1.3362927436828613,0.7527625560760498,0.6588467955589294
0.75,4,100,0.001,110,50.0,27.327656745910645,24.989686012268066,8.919766187667847,10.224085807800293,8.33091950416565,9.223150253295898,8.94194507598877,10.443758487701416,437.5165710449219,437.51611328125,0.816824734210968,0.7511743307113647,0.43628057837486267,0.40531474351882935
0.75,4,100,0.001,140,10.0,253.57317606608072,214.55992889404297,9.058241208394369,11.890401363372803,8.359564622243246,8.017582416534424,10.059993267059326,9.824729919433594,327.97930908203125,327.9792785644531,0.7824310064315796,0.5646752715110779,1.1094470024108887,1.1717292070388794
0.75,4,100,0.001,140,30.0,286.37186431884766,274.31651306152344,9.315784056981405,12.29646635055542,8.049835046132406,7.3743836879730225,10.096413373947144,13.356714248657227,194.21299743652344,194.21298217773438,1.525147557258606,1.4370616674423218,1.00178861618042,0.9044768810272217
0.75,4,100,0.001,140,50.0,33.417942682902016,29.83853816986084,9.134914636611938,11.126771926879883,8.537314335505167,9.991477012634277,9.988766272862753,9.643649578094482,283.4287414550781,283.4287109375,0.90410315990448,0.751592218875885,0.4964916408061981,0.47925904393196106
0.75,4,100,0.001,170,10.0,236.8062744140625,231.82982635498047,9.699574629465738,10.920815467834473,8.619007110595703,7.645974159240723,5.588558077812195,7.723390102386475,199.1658172607422,199.16578674316406,0.8850235342979431,0.746920108795166,0.6325126886367798,0.5958775281906128
0.75,4,100,0.001,170,30.0,76.71788660685222,62.298959732055664,8.617892424265543,11.869560241699219,8.897633949915567,9.25069284439087,10.625280141830444,10.687592029571533,444.5526428222656,444.5527038574219,1.41312837600708,1.296943187713623,0.554841935634613,0.4948476254940033
0.75,4,100,0.001,170,50.0,443.21246846516925,412.55946350097656,8.66733185450236,12.45864486694336,9.06264583269755,9.2868971824646,7.965738852818807,6.557455897331238,7.878261089324951,7.878240585327148,1.207554817199707,0.9392693042755127,0.31732451915740967,0.27394264936447144
1.0,2,100,0.001,110,10.0,425.8061167399089,411.7166442871094,14.00580326716105,17.850784301757812,7.541001399358113,7.729987382888794,8.229308287302652,9.027963638305664,5.029125213623047,5.029125213623047,95.72643280029297,96.64557647705078,0.3929741084575653,0.36940157413482666
1.0,2,100,0.001,110,30.0,448.9575703938802,416.2158508300781,12.934617201487223,14.127966403961182,7.5957825978597,8.462262868881226,8.836988925933838,10.923516511917114,4.686299800872803,4.686300277709961,137.11224365234375,139.34059143066406,0.7018085718154907,0.6524696946144104
1.0,2,100,0.001,110,50.0,502.2384490966797,491.74485778808594,12.905422131220499,16.584850788116455,8.025651375452677,6.7907068729400635,8.146903276443481,8.586369752883911,0.0,0.0,204.93832397460938,202.63560485839844,0.40358275175094604,0.42029571533203125
1.0,2,100,0.001,140,10.0,483.2328389485677,462.4823303222656,12.570268313090006,15.337148189544678,9.564839204152426,9.033506870269775,7.905422846476237,8.341504573822021,0.5901256799697876,0.5901256203651428,273.42828369140625,276.4960632324219,0.5167838931083679,0.522159993648529
