generation_index,ensemble_size,learning_rate,loss_test,average_active_hidden_node_num,diversity_coefficient_test,population_diversity_test,max_population_diversity_test,correlation_penalty_coefficient_test,subpopulation_num,average_niche_radius,average_sharing_factor,average_raw_fitness,average_adjusted_fitness
0,50,0.001,1.3362102508544922,0.0,1.3117343187332153,0.0,0.0,0.9,1,0.2782203931392354,0.0,-5.5761003494262695,-5.5761003494262695
10,50,0.001,0.3222791254520416,0.14,0.026417890563607216,0.12064864411596986,1.2526106238623327,0.8229457954019527,9,0.38371689241639845,0.0005828564505213496,-0.9703119081258774,-2.215081855366513
20,50,0.001,0.45094022154808044,0.18,0.30573931336402893,0.20179720001945534,6.502019446139214,0.8751711354675472,4,0.5009019446087228,0.5594452934193811,-0.646508506834507,-2.7346137387357445
30,50,0.001,0.2961980402469635,0.06,0.005173082463443279,0.047779953120354456,6.502019446139214,0.8941212168291837,3,0.3537036042148362,8.730863486532686,-0.30149649947881696,-0.2657827468597035
40,50,0.001,0.3470229208469391,0.0,0.07743887603282928,0.17396048060939528,6.502019446139214,0.8785961291502824,2,0.3365281128238562,6.218506643372589,-0.3288668969273567,-0.3174208330308704
50,50,0.001,0.36726462841033936,0.0,0.2184593677520752,0.03287894530192749,6.502019446139214,0.8959546174139543,2,0.3156695103212639,7.880091242551515,-0.3523363599181175,-0.21827228368796145
60,50,0.001,0.35025790333747864,0.0,0.08578462153673172,0.19550255929458377,6.502019446139214,0.8759456198599136,2,0.32120689217914167,7.093640704408061,-0.34564483672380447,-0.1983160750489834
70,50,0.001,0.35104915499687195,0.0,0.07164497673511505,0.12549070155145595,6.502019446139214,0.8845597876055606,2,0.3719033850711898,7.803782783263143,-0.34277469575405123,-0.9225245614686263
80,50,0.001,0.3134247362613678,0.0,0.020636199042201042,0.012785554751869965,6.502019446139214,0.8984268820039335,2,0.16850239303601727,9.397772154338254,-0.29089684516191483,-0.16887338301878407
90,50,0.001,0.4299030303955078,0.0,0.15831118822097778,0.11458387549972628,6.502019446139214,0.885901749270496,2,0.16981788740207573,6.436782963182051,-0.3973617538809776,-0.7799988834222735
