correlation_penalty_coefficient,ensemble_size,epoch_num,learning_rate,hidden_size,loss_test,diversity_coefficient_test
0.0,13,400,0.001,[12],0.04365220945328474,0.0013397977454587817
0.0,14,400,0.001,[2],0.16023013927042484,0.006774395704269409
0.0,14,400,0.001,"[2, 2, 2]",0.19477873854339123,0.012893781997263432
0.0,14,400,0.001,"[2, 2, 2, 2, 2, 2]",0.20577123016119003,0.005245893727988005
0.0,14,400,0.001,[6],0.05646885582245886,0.004528810735791922
0.0,14,400,0.001,[12],0.06459466740489006,0.003036311361938715
0.0,15,400,0.001,[2],0.12165888398885727,0.0072562675923109055
0.0,15,400,0.001,"[2, 2, 2]",0.21063866093754768,0.0142810745164752
0.0,15,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2432093769311905,3.2934862247202545e-05
0.0,15,400,0.001,[6],0.07016836851835251,0.0047672404907643795
0.0,15,400,0.001,[12],0.05196017026901245,0.0017962816637009382
0.0,16,400,0.001,[2],0.16720685921609402,0.010137421078979969
0.0,16,400,0.001,"[2, 2, 2]",0.24082933366298676,0.006290034390985966
0.0,16,400,0.001,"[2, 2, 2, 2, 2, 2]",0.19356602802872658,0.006306148134171963
0.0,16,400,0.001,[6],0.08097303844988346,0.0043960209004580975
0.0,16,400,0.001,[12],0.10613731620833278,0.0013277913676574826
0.1,2,400,0.001,[2],0.1483480203896761,0.014756355434656143
0.1,2,400,0.001,"[2, 2, 2]",0.10844529140740633,0.010568471625447273
0.1,2,400,0.001,"[2, 2, 2, 2, 2, 2]",0.1968486960977316,0.0003789838228840381
0.1,2,400,0.001,[6],0.07207442261278629,0.0026925515849143267
0.1,2,400,0.001,[12],0.038970954017713666,0.0004205053555779159
0.1,3,400,0.001,[2],0.127204867079854,0.007721772417426109
0.1,3,400,0.001,"[2, 2, 2]",0.19032810628414154,0.00702378386631608
0.1,3,400,0.001,"[2, 2, 2, 2, 2, 2]",0.1699741818010807,0.010481295175850391
0.1,3,400,0.001,[6],0.06426414102315903,0.005875273607671261
0.1,3,400,0.001,[12],0.0725916507653892,0.0013411975232884288
0.1,4,400,0.001,[2],0.10885594598948956,0.005148937925696373
0.1,4,400,0.001,"[2, 2, 2]",0.24084987118840218,0.005699386354535818
0.1,4,400,0.001,"[2, 2, 2, 2, 2, 2]",0.25309495627880096,0.005646565929055214
0.1,4,400,0.001,[6],0.05110678030177951,0.0038061344530433416
0.1,4,400,0.001,[12],0.04024612996727228,0.0024433238431811333
0.1,5,400,0.001,[2],0.13797734212130308,0.008725703693926334
0.1,5,400,0.001,"[2, 2, 2]",0.23064790293574333,0.0076197427697479725
0.1,5,400,0.001,"[2, 2, 2, 2, 2, 2]",0.21293822675943375,0.003997457679361105
0.1,5,400,0.001,[6],0.06227745208889246,0.004619929939508438
0.1,5,400,0.001,[12],0.04101666668429971,0.0018241525394842029
0.1,6,400,0.001,[2],0.15336604416370392,0.008319907821714878
0.1,6,400,0.001,"[2, 2, 2]",0.19673413038253784,0.008228754624724388
0.1,6,400,0.001,"[2, 2, 2, 2, 2, 2]",0.23862355947494507,0.006372027099132538
0.1,6,400,0.001,[6],0.055611961433896795,0.0043076807633042336
0.1,6,400,0.001,[12],0.04948169086128473,0.00301794963888824
0.1,7,400,0.001,[2],0.14306559041142464,0.01113919448107481
0.1,7,400,0.001,"[2, 2, 2]",0.2465951032936573,0.033451903611421585
