correlation_penalty_coefficient,ensemble_size,epoch_num,learning_rate,hidden_size,average_loss_train_static_ncl,average_loss_test_static_ncl,average_loss_train_traditional,average_loss_test_traditional,average_loss_train_mlp,average_loss_test_mlp,diversity_coefficient_train_static_ncl,diversity_coefficient_test_static_ncl,diversity_coefficient_train_traditional,diversity_coefficient_test_traditional
0.2,16,500,0.001,"[2, 2, 2]",0.10929138138890267,0.134871375747025,0.12556201070547104,0.16970855370163918,0.07960726022720337,0.10028170607984066,0.013589799404144287,0.016194716095924377,0.0076154679991304874,0.009708460420370102
0.2,16,500,0.001,"[2, 2, 2, 2]",0.11051233783364296,0.19381450861692429,0.12011978328227997,0.19350037351250648,0.10128841307014227,0.1177886500954628,0.00999515876173973,0.014129117131233215,0.016645118594169617,0.01733037270605564
0.3,2,500,0.001,[2],0.10295410379767418,0.16124471463263035,0.08208692073822021,0.14625003561377525,0.091921460442245,0.09311280120164156,0.006315893027931452,0.008885271847248077,0.004895720165222883,0.007060408592224121
0.3,2,500,0.001,"[2, 2]",0.069869776815176,0.08920665364712477,0.09511627219617366,0.1333747897297144,0.10498932301998139,0.12168118171393871,0.005191279575228691,0.008146919310092926,0.025196019560098648,0.024601386860013008
0.3,2,500,0.001,"[2, 2, 2]",0.11546909660100937,0.18756424263119698,0.15685802921652794,0.20380469970405102,0.12000017948448657,0.1255691945552826,0.04161106050014496,0.039128899574279785,1.3599108115158742e-06,1.3599105841421988e-06
0.3,2,500,0.001,"[2, 2, 2, 2]",0.15546381175518037,0.22257351875305176,0.13232653886079787,0.1661092648282647,0.1342357523739338,0.18893730267882347,2.8464178285503294e-06,2.846418055924005e-06,0.003870102809742093,0.004108431749045849
0.3,4,500,0.001,[2],0.08738392554223537,0.106172657571733,0.08136678151786328,0.11935194861143827,0.11650604605674744,0.15574114583432674,0.008896787650883198,0.012239533476531506,0.003510253969579935,0.006137921940535307
0.3,4,500,0.001,"[2, 2]",0.07807408422231674,0.09646207746118307,0.08475850708782673,0.1827132822945714,0.15022928416728973,0.2550787888467312,0.00928420852869749,0.01230600755661726,0.0072121755219995975,0.008895231410861015
0.3,4,500,0.001,"[2, 2, 2]",0.08727272599935532,0.11997833661735058,0.10327929891645908,0.14624997414648533,0.15330316573381425,0.25528235360980034,0.04526476934552193,0.044626232236623764,0.011675070971250534,0.012866881676018238
0.3,4,500,0.001,"[2, 2, 2, 2]",0.09667237401008606,0.11999681498855352,0.12832501344382763,0.20523730665445328,0.0937993124127388,0.10991239175200462,0.012678860686719418,0.016096020117402077,0.01937664858996868,0.0198899507522583
0.3,6,500,0.001,[2],0.07438635993748903,0.09592193365097046,0.07118666805326938,0.0834792610257864,0.12298237457871437,0.1691933162510395,0.00646820617839694,0.009721771813929081,0.002795174950733781,0.0036336928606033325
0.3,6,500,0.001,"[2, 2]",0.10915271304547787,0.153435074724257,0.11255842633545399,0.16486380994319916,0.15100784078240395,0.2742805518209934,0.00865876767784357,0.011520286090672016,0.007453481666743755,0.010185256600379944
0.3,6,500,0.001,"[2, 2, 2]",0.08796883374452591,0.10611622780561447,0.1331333067268133,0.21823690831661224,0.10857550352811814,0.11096518859267235,0.021344870328903198,0.023188341408967972,0.004151411820203066,0.005788906943053007
0.3,6,500,0.001,"[2, 2, 2, 2]",0.11399060115218163,0.1444870000705123,0.11695244684815406,0.19669144600629807,0.16097336858510972,0.24864206835627556,0.010298941284418106,0.012684281915426254,0.007369770668447018,0.008185665123164654
0.3,8,500,0.001,[2],0.07732654325664043,0.12731154821813107,0.08687315359711648,0.1363417413085699,0.12381376400589943,0.10078454972244799,0.007561872713267803,0.009969549253582954,0.005313786678016186,0.007756063714623451
0.3,8,500,0.001,"[2, 2]",0.07718653678894043,0.09294609352946281,0.10450717844069005,0.1998310312628746,0.15415409952402115,0.20991824939846992,0.013660413213074207,0.015833836048841476,0.005972946994006634,0.008337190374732018
0.3,8,500,0.001,"[2, 2, 2]",0.11980672776699067,0.14226755313575268,0.1127543419599533,0.25296865217387676,0.11550005376338959,0.14134431630373,0.011692729778587818,0.016080722212791443,0.006799156311899424,0.00834240298718214
0.3,8,500,0.001,"[2, 2, 2, 2]",0.11247526034712792,0.15681752748787403,0.12402724456042051,0.24989642947912216,0.159964482486248,0.21018553525209427,0.010487157851457596,0.013306090608239174,0.006332863587886095,0.008591298013925552
0.3,10,500,0.001,[2],0.0658126451075077,0.10300409235060215,0.10780287645757199,0.23025973327457905,0.12778798416256903,0.12581166066229343,0.0075214933604002,0.010193458758294582,0.0054938108660280704,0.008480203337967396
0.3,10,500,0.001,"[2, 2]",0.08488170523196459,0.17316891811788082,0.09539318308234215,0.12817432917654514,0.10692667700350285,0.11920695006847382,0.017287684604525566,0.018373830243945122,0.021847683936357498,0.02322942577302456
0.3,10,500,0.001,"[2, 2, 2]",0.09012870006263256,0.1356272306293249,0.10724280662834644,0.13248456874862313,0.12109493389725685,0.1411174926906824,0.015775777399539948,0.01940642111003399,0.01526706200093031,0.01652432419359684
0.3,10,500,0.001,"[2, 2, 2, 2]",0.12998850345611573,0.193288441747427,0.1252336125820875,0.20298858359456062,0.1547808140516281,0.21169956773519516,0.007947699166834354,0.011058869771659374,0.02051205188035965,0.021652493625879288
0.3,12,500,0.001,[2],0.07265659868717193,0.10249385796487331,0.09204012714326382,0.14980143308639526,0.0922641795128584,0.09787572268396616,0.007556056138128042,0.01173523347824812,0.00596366822719574,0.008010889403522015
0.3,12,500,0.001,"[2, 2]",0.0830190908163786,0.1806930908933282,0.09635139517486095,0.13967632316052914,0.15917135179042816,0.18748530559241772,0.024260981008410454,0.027222763746976852,0.03249268978834152,0.03256460651755333
0.3,12,500,0.001,"[2, 2, 2]",0.10323778167366982,0.15436432510614395,0.10386851280927659,0.13282499928027391,0.15348462909460067,0.2006159909069538,0.01082692202180624,0.013343362137675285,0.034498609602451324,0.03467021882534027
0.3,12,500,0.001,"[2, 2, 2, 2]",0.1262490965425968,0.20146789588034153,0.10689739622175694,0.1852143593132496,0.09671814367175102,0.0732919042930007,0.011093826964497566,0.014033844694495201,0.017515063285827637,0.019234243780374527
0.3,14,500,0.001,[2],0.08811329863965511,0.09507930371910334,0.08609805293381215,0.13250942155718803,0.11186125501990318,0.10638251155614853,0.009402497671544552,0.013842211104929447,0.0053931428119540215,0.007809481117874384
