correlation_penalty_coefficient,ensemble_size,epoch_num,learning_rate,hidden_size,loss_test,diversity_coefficient_test
0.3,10,400,0.001,"[2, 2, 2, 2, 2, 2]",0.37825899571180344,0.011758336797356606
0.3,10,400,0.001,[6],0.0379555644467473,0.004085644148290157
0.3,10,400,0.001,[12],0.42361555248498917,0.0024538924917578697
0.3,11,400,0.001,[2],0.2586233615875244,0.012731663882732391
0.3,11,400,0.001,"[2, 2, 2]",0.30782460793852806,0.02004575915634632
0.3,11,400,0.001,"[2, 2, 2, 2, 2, 2]",0.823358952999115,0.23182502388954163
0.3,11,400,0.001,[6],0.6530995070934296,0.004126506857573986
0.3,11,400,0.001,[12],0.31040777266025543,0.002500272821635008
0.3,12,400,0.001,[2],0.3228549286723137,0.010150018148124218
0.3,12,400,0.001,"[2, 2, 2]",0.2972415201365948,0.014024694450199604
0.3,12,400,0.001,"[2, 2, 2, 2, 2, 2]",0.3484007604420185,0.003770501585677266
0.3,12,400,0.001,[6],0.955436497926712,0.0046518840827047825
0.3,12,400,0.001,[12],1.1431655138731003,0.003745440859347582
0.3,13,400,0.001,[2],0.15854867175221443,0.008576384745538235
0.3,13,400,0.001,"[2, 2, 2]",0.1728102471679449,0.017543470486998558
0.3,13,400,0.001,"[2, 2, 2, 2, 2, 2]",0.4678507149219513,0.0025827446952462196
0.3,13,400,0.001,[6],0.5173844397068024,0.005355394445359707
0.3,13,400,0.001,[12],0.2532385475933552,0.002309691160917282
0.3,14,400,0.001,[2],0.32673996686935425,0.009180927649140358
0.3,14,400,0.001,"[2, 2, 2]",0.2590791545808315,0.043481189757585526
0.3,14,400,0.001,"[2, 2, 2, 2, 2, 2]",0.3496602326631546,0.005157379899173975
0.3,14,400,0.001,[6],0.19545400515198708,0.008204924874007702
0.3,14,400,0.001,[12],0.2749345302581787,0.0028864420019090176
0.3,15,400,0.001,[2],0.07479683309793472,0.010074892081320286
0.3,15,400,0.001,"[2, 2, 2]",0.24712450429797173,0.02626275084912777
0.3,15,400,0.001,"[2, 2, 2, 2, 2, 2]",0.4588485509157181,0.00950331799685955
0.3,15,400,0.001,[6],0.16877405904233456,0.006865574512630701
0.3,15,400,0.001,[12],0.4311811253428459,0.0024883407168090343
0.3,16,400,0.001,[2],0.08556224219501019,0.011539097875356674
0.3,16,400,0.001,"[2, 2, 2]",0.3216916546225548,0.013593564741313457
0.3,16,400,0.001,"[2, 2, 2, 2, 2, 2]",0.45988093316555023,0.007899412885308266
0.3,16,400,0.001,[6],0.07809505891054869,0.008676700294017792
0.3,16,400,0.001,[12],0.5080583542585373,0.009085583500564098
0.4,2,400,0.001,[2],0.4527648985385895,0.006859102286398411
0.4,2,400,0.001,"[2, 2, 2]",0.23045464232563972,0.0148962726816535
0.4,2,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2149652373045683,0.0069394358433783054
0.4,2,400,0.001,[6],0.40988344699144363,0.004093303810805082
0.4,2,400,0.001,[12],0.17430503387004137,0.0014228572836145759
0.4,3,400,0.001,[2],0.6767441034317017,0.011367210187017918
0.4,3,400,0.001,"[2, 2, 2]",0.36445118859410286,0.04960347339510918
0.4,3,400,0.001,"[2, 2, 2, 2, 2, 2]",0.27750101685523987,0.006244991905987263
0.4,3,400,0.001,[6],0.5717382356524467,0.013594782911241055
0.4,3,400,0.001,[12],0.3084119036793709,0.002712652087211609
0.4,4,400,0.001,[2],0.4575904905796051,0.010959741659462452
0.4,4,400,0.001,"[2, 2, 2]",0.2423352263867855,0.011094334535300732
0.4,4,400,0.001,"[2, 2, 2, 2, 2, 2]",0.20365264266729355,0.00420739222317934
0.4,4,400,0.001,[6],0.43901146203279495,0.007291125133633614
0.4,4,400,0.001,[12],0.5080302581191063,0.0016946225659921765
0.4,5,400,0.001,[2],0.2788698226213455,0.012536412104964256
0.4,5,400,0.001,"[2, 2, 2]",0.2204843834042549,0.02138478308916092
0.4,5,400,0.001,"[2, 2, 2, 2, 2, 2]",0.3583262003958225,0.014781148172914982
0.4,5,400,0.001,[6],0.07535171322524548,0.009707348421216011
0.4,5,400,0.001,[12],0.5556647181510925,0.0014939180109649897
0.4,6,400,0.001,[2],0.1867351271212101,0.013887779787182808
0.4,6,400,0.001,"[2, 2, 2]",0.1284310994669795,0.014003637246787548
0.4,6,400,0.001,"[2, 2, 2, 2, 2, 2]",0.20475278422236443,0.005575133953243494
0.4,6,400,0.001,[6],0.23926625028252602,0.005644635763019323
0.4,6,400,0.001,[12],0.15309984236955643,0.002205898752436042
0.4,7,400,0.001,[2],0.43182285875082016,0.008998026140034199
0.4,7,400,0.001,"[2, 2, 2]",0.25338486954569817,0.017548993229866028
0.4,7,400,0.001,"[2, 2, 2, 2, 2, 2]",0.38570383936166763,0.008555394597351551
0.4,7,400,0.001,[6],0.41882845386862755,0.005023741628974676
0.4,7,400,0.001,[12],0.059876310639083385,0.003959460183978081
0.4,8,400,0.001,[2],0.1944267563521862,0.013371762819588184
0.4,8,400,0.001,"[2, 2, 2]",0.28432005271315575,0.022880949079990387
0.4,8,400,0.001,"[2, 2, 2, 2, 2, 2]",0.15142034087330103,0.016815155744552612
0.4,8,400,0.001,[6],0.6997421234846115,0.007228986360132694
0.4,8,400,0.001,[12],0.22786113992333412,0.0046022869646549225
0.4,9,400,0.001,[2],0.8733335882425308,0.013425135053694248
0.4,9,400,0.001,"[2, 2, 2]",0.590316154062748,0.014720306731760502
0.4,9,400,0.001,"[2, 2, 2, 2, 2, 2]",0.1622472982853651,0.016979822888970375
0.4,9,400,0.001,[6],0.43512993305921555,0.009318639524281025
0.4,9,400,0.001,[12],0.06243383325636387,0.002718098694458604
0.4,10,400,0.001,[2],0.4424591287970543,0.00978283304721117
0.4,10,400,0.001,"[2, 2, 2]",0.2478356771171093,0.01931399665772915
0.4,10,400,0.001,"[2, 2, 2, 2, 2, 2]",0.3562363050878048,0.005578760989010334
0.4,10,400,0.001,[6],0.3983871713280678,0.007019416894763708
0.4,10,400,0.001,[12],0.16600888222455978,0.0034658033400774
0.4,11,400,0.001,[2],0.373926542699337,0.00873760785907507
0.4,11,400,0.001,"[2, 2, 2]",0.4070383459329605,0.023355843499302864
0.4,11,400,0.001,"[2, 2, 2, 2, 2, 2]",0.4397151470184326,0.018361778929829597
0.4,11,400,0.001,[6],0.14781595766544342,0.003391639329493046
0.4,11,400,0.001,[12],0.4947107583284378,0.011047127656638622
0.4,12,400,0.001,[2],0.17836390808224678,0.014294354245066643
0.4,12,400,0.001,"[2, 2, 2]",0.20872927084565163,0.016446055844426155
0.4,12,400,0.001,"[2, 2, 2, 2, 2, 2]",0.22328384220600128,0.019733969122171402
0.4,12,400,0.001,[6],0.35237687826156616,0.007874559611082077
0.4,12,400,0.001,[12],0.6889958679676056,0.002859600121155381
0.4,13,400,0.001,[2],0.12386574409902096,0.014484314247965813
0.4,13,400,0.001,"[2, 2, 2]",0.19271990843117237,0.01682455837726593
0.4,13,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2704020291566849,0.05412926897406578
0.4,13,400,0.001,[6],0.11287563689984381,0.007957597263157368
